UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U107434,1,1,998,Product101,Windows,Product101,0,2
U107435,1,1,1105,Product101,Android,Product101,0,0
U107436,2,5,236,Pr100209,Windows,Pr101923,6,18
U107437,1,1,536,Pr100163,Android,Pr100163,1,0
U107439,5,5,116,Pr100298,Windows,Pr100298,11,205
U107440,2,5,801,Pr100156,Windows,Pr100450,2,9
U107441,1,1,70,Product101,Windows,Product101,0,1
U107442,1,2,100,Pr101566,Windows,Pr101566,1,0
U107443,1,3,821,Pr100722,iOS,Pr100722,2,0
U107444,3,6,1823,Pr100070,Windows,Pr100015,15,4
U107445,1,5,60,Pr100340,Android,Pr100390,0,2
U107446,0,0,1198,Product101,Windows,Pr100188,0,0
U107447,1,1,61,Pr100234,Android,Pr100234,1,0
U107449,1,1,276,Pr100331,Android,Pr100331,3,0
U107450,1,2,381,Pr100325,Android,Pr100325,2,0
U107451,1,3,1351,Pr100219,Windows,Pr100219,11,16
U107452,4,5,1002,Pr101641,Android,Pr100674,7,0
U107453,1,1,214,Pr100017,Windows,Pr100017,1,0
U107454,1,1,51,Pr100676,Android,Pr100676,1,0
U107455,0,0,435,Product101,Windows,Product101,0,0
U107456,3,6,432,Pr100094,Windows,Pr100244,3,95
U107457,2,1,667,Pr100010,Android,Pr100010,3,0
U107458,1,1,272,Pr100017,Windows,Pr100017,1,1
U107459,1,1,358,Pr100279,Windows,Pr100279,1,0
U107460,3,2,60,Pr100079,Windows,Pr100079,4,1
U107461,2,1,236,Pr103530,Windows,Pr103530,1,2
U107462,1,1,743,Pr100017,Android,Pr100017,1,2
U107463,2,3,1641,Pr102519,Windows,Pr102519,1,2
U107464,1,2,804,Pr100515,Windows,Pr100515,2,1
U107466,1,1,141,Pr100174,Windows,Pr100174,0,1
U107467,1,1,248,Pr100578,Windows,Pr100578,2,0
U107468,1,2,243,Pr101791,Windows,Pr101791,0,2
U107469,2,3,89,Pr100017,Windows,Pr100166,6,7
U107470,1,2,135,Pr100044,Mac OS X,Pr100044,2,0
U107471,1,1,114,Pr100133,Android,Pr100133,2,0
U107472,3,7,1170,Pr100123,Mac OS X,Pr100072,8,11
U107473,2,5,145,Pr100962,Windows,Pr100962,2,0
U107474,0,0,1175,Product101,Windows,Product101,0,0
U107475,1,1,594,Pr100676,Android,Pr100676,1,0
U107476,1,3,65,Pr100097,Windows,Pr100097,0,17
U107477,1,1,160,Pr100226,Linux,Pr100226,1,2
U107478,2,3,633,Pr100318,Windows,Pr100219,2,3
U107479,1,3,762,Pr100355,Linux,Pr100330,1,0
U107481,2,3,137,Pr100113,Windows,Pr100113,1,3
U107482,1,1,501,Product101,Android,Product101,0,1
U107483,1,2,1696,Pr100166,Windows,Pr100166,2,1
U107484,1,4,656,Pr100551,Windows,Pr100551,2,2
U107486,1,1,1152,Pr100664,Windows,Pr100664,2,0
U107487,2,4,82,Pr100050,Windows,Pr100050,0,6
U107488,1,3,544,Pr100058,Windows,Pr100058,1,2
U107489,2,4,1695,Pr101366,Windows,Pr100987,2,3
U107490,1,1,769,Product101,Android,Pr101148,0,1
U107491,1,2,1397,Pr100050,Windows,Pr100773,1,0
U107492,1,5,48,Pr100545,Windows,Pr100200,2,26
U107493,1,6,53,Pr100551,Windows,Pr100513,5,18
U107494,1,2,60,Pr100022,Windows,Pr100022,0,1
U107495,1,1,459,Pr100906,Windows,Pr100906,1,0
U107496,0,0,52,Product101,Windows,Product101,0,0
U107497,1,1,54,Pr100182,Android,Pr100182,2,0
U107498,2,5,113,Pr100017,Android,Pr100063,5,1
U107499,2,18,79,Pr100498,Windows,Pr100200,25,24
U107500,2,2,307,Pr100017,Android,Pr100017,1,1
U107501,2,9,185,Pr100649,Windows,Pr100069,3,3
U107502,1,2,1297,Pr100028,Windows,Pr100028,1,6
U107503,1,5,390,Pr100017,Windows,Pr100040,5,6
U107504,2,1,686,Pr100390,Mac OS X,Pr100390,2,4
U107505,2,4,76,Pr100390,Windows,Pr100390,7,5
U107506,1,3,132,Pr100028,Windows,Pr100044,3,4
U107507,4,14,601,Pr101421,Windows,Pr101639,10,7
U107508,2,5,125,Pr100052,Windows,Pr100323,4,2
U107509,1,0,84,Product101,Windows,Product101,1,0
U107510,2,3,1005,Pr100412,Windows,Pr100412,4,2
U107512,1,6,196,Pr100868,Windows,Pr100642,2,1
U107513,1,9,69,Pr100219,Android,Pr100901,12,5
U107514,2,5,230,Pr100182,Windows,Pr100962,4,15
U107515,1,2,125,Pr100097,Windows,Pr100097,2,1
U107516,1,1,804,Pr100655,Windows,Pr100655,2,9
U107517,0,2,729,Pr100166,Windows,Pr100390,0,0
U107518,1,1,45,Pr100083,Windows,Pr100083,1,1
U107519,3,3,301,Pr100010,Android,Pr101039,2,0
U107520,2,1,145,Pr100126,Windows,Pr100126,2,0
U107521,3,5,2155,Pr100657,Mac OS X,Pr100991,2,2
U107522,1,1,105,Pr100000,Windows,Pr100000,1,0
U107523,1,2,80,Pr100390,Windows,Pr100390,3,1
U107524,1,1,352,Pr100166,Android,Pr100166,1,0
U107525,1,1,82,Pr100475,iOS,Pr100475,2,0
U107526,1,8,416,Pr103041,Windows,Pr100263,2,3
U107527,4,10,1596,Pr100051,Windows,Pr100094,4,1
U107528,2,9,49,Pr100051,Windows,Pr101206,9,11
U107529,2,13,103,Pr101091,Windows,Pr101490,6,15
U107530,1,2,82,Pr100901,Windows,Pr100901,1,1
U107532,5,7,440,Pr101421,Android,Pr101066,9,8
U107533,0,3,64,Pr100003,Windows,Pr100745,0,0
U107534,0,0,49,Product101,Windows,Pr100119,0,0
U107535,0,0,156,Product101,Windows,Product101,0,0
U107536,1,1,44,Pr100453,Windows,Pr100453,1,0
U107537,1,1,74,Pr100200,Linux,Pr100200,1,0
U107538,1,2,103,Pr100578,Windows,Pr100578,4,9
U107539,1,1,417,Pr100017,Android,Pr100017,1,0
U107540,3,5,43,Pr107681,Android,Pr100163,3,2
U107541,2,5,236,Pr101200,Windows,Pr100302,3,0
U107542,1,1,85,Product101,Windows,Product101,1,0
U107543,5,5,66,Pr100166,Android,Pr100166,9,10
U107545,1,1,350,Product101,Android,Product101,0,0
U107546,2,12,535,Pr100166,Windows,Pr100095,12,11
U107547,1,1,254,Pr100017,Android,Pr100017,1,0
U107548,1,1,79,Product101,Windows,Product101,0,0
U107549,1,2,214,Pr100051,Windows,Pr100044,1,0
U107550,1,3,2231,Pr100477,Windows,Pr100655,3,0
U107551,1,1,84,Pr100908,Windows,Pr100908,1,0
U107552,1,1,53,Pr100206,Windows,Pr100206,1,0
U107553,4,6,130,Pr100287,Windows,Pr100143,9,78
U107554,3,11,153,Pr100901,Android,Pr100595,6,12
U107555,0,0,111,Product101,Windows,Product101,0,0
U107556,1,2,794,Pr100560,Android,Pr100560,1,1
U107557,1,1,75,Pr100676,Android,Pr100676,1,0
U107558,1,1,412,Pr100444,Windows,Pr100444,1,0
U107559,1,6,1807,Pr100123,Windows,Pr100102,0,1
U107560,1,2,63,Pr100027,Windows,Pr100027,0,1
U107561,5,11,148,Pr100039,Android,Pr100039,8,2
U107562,1,1,1803,Product101,Windows,Product101,0,0
U107563,1,2,433,Pr100479,Android,Pr100014,1,0
U107564,2,4,439,Pr100200,Android,Pr100200,3,4
U107565,2,4,2257,Pr100551,Windows,Pr100232,3,3
U107566,2,2,783,Product101,Linux,Product101,1,5
U107567,1,1,59,Pr100170,Windows,Pr100170,1,5
U107568,3,5,56,Pr100466,Windows,Pr100466,7,45
U107569,1,4,872,Pr100595,Windows,Pr100595,0,3
U107570,1,3,77,Pr100017,Android,Pr100017,3,4
U107573,1,3,414,Pr100619,Windows,Pr100619,2,0
U107574,0,0,127,Product101,Windows,Product101,0,0
U107575,1,2,75,Pr100017,Android,Pr100017,2,1
U107577,3,17,23,Pr100386,Windows,Pr100386,56,63
U107578,1,1,76,Pr100055,Windows,Pr100055,1,0
U107579,1,1,453,Pr100044,Windows,Pr100044,1,0
U107580,2,4,209,Pr100017,Windows,Pr100017,11,10
U107581,2,2,53,Pr100200,Android,Pr100200,1,2
U107582,2,1,60,Pr100676,Android,Pr100676,1,0
U107583,2,7,379,Pr102723,Windows,Pr102722,3,35
U107584,3,2,198,Pr100102,Windows,Pr100102,3,10
U107585,0,0,391,Product101,Windows,Pr100106,0,0
U107586,1,1,75,Pr100253,Windows,Pr100253,1,1
U107587,1,2,193,Pr100028,Windows,Pr100028,1,0
U107588,1,1,99,Pr100566,Mac OS X,Pr100566,1,0
U107589,1,2,278,Pr102602,Android,Pr102602,0,0
U107591,3,9,995,Pr103251,Windows,Pr101000,5,4
U107592,1,2,68,Pr100017,iOS,Pr100017,1,0
U107593,1,1,437,Pr100234,Android,Pr100234,2,0
U107594,1,1,1078,Pr100877,Windows,Pr100877,1,0
U107595,1,1,184,Pr100204,Android,Pr100204,1,0
U107596,1,1,83,Pr100909,Windows,Pr100909,1,13
U107597,1,9,80,Pr100044,Android,Pr100390,17,22
U107598,1,1,346,Pr100736,Windows,Pr100736,1,4
U107599,0,0,119,Product101,Windows,Product101,0,0
U107600,4,4,255,Pr100130,Windows,Pr101425,6,78
U107601,2,4,57,Pr100241,Windows,Pr100901,4,3
U107602,1,1,228,Product101,Windows,Pr100071,0,2
U107603,2,6,94,Pr100298,Windows,Pr100044,1,1
U107604,2,1,78,Pr100017,Android,Pr100017,2,3
U107605,2,6,1388,Pr100390,Windows,Pr104585,6,16
U107606,2,14,106,Pr100661,Windows,Pr100072,13,33
U107607,3,9,387,Pr100123,Windows,Pr101091,12,15
U107608,2,2,156,Pr100030,Windows,Pr100024,2,12
U107609,1,2,50,Pr103310,Windows,Pr103310,1,1
U107610,1,2,194,Pr100636,Windows,Pr100636,1,9
U107611,1,1,187,Pr100130,Windows,Pr100130,2,3
U107612,5,35,1858,Pr101286,Windows,Pr100025,15,72
U107613,1,1,67,Product101,Android,Pr100200,1,0
U107614,1,1,454,Pr100050,Windows,Pr100050,4,0
U107615,1,2,58,Pr100944,Windows,Pr100588,1,0
U107616,2,2,82,Pr100743,Mac OS X,Pr100743,0,3
U107617,1,1,55,Pr100453,Windows,Pr100453,1,0
U107618,2,5,1227,Pr100480,Mac OS X,Pr100325,5,19
U107619,3,7,1534,Pr100142,Windows,Pr100178,7,4
U107620,1,3,752,Pr100017,Windows,Pr100017,2,7
U107621,1,1,51,Product101,Android,Product101,0,0
U107622,1,0,572,Product101,Windows,Product101,1,0
U107623,2,5,523,Pr100794,Windows,Pr100121,1,2
U107624,1,1,2164,Pr100498,Android,Pr100498,1,1
U107625,1,1,51,Pr100453,Windows,Pr100453,2,0
U107626,1,1,52,Pr100453,Android,Pr100453,1,0
U107627,1,1,164,Pr100371,Android,Pr100371,1,0
U107628,1,1,54,Product101,Android,Pr100859,0,2
U107629,1,2,58,Pr100962,Android,Pr100962,1,0
U107630,2,3,1515,Pr100166,Windows,Pr100390,10,11
U107631,2,2,52,Product101,Android,Product101,0,3
U107632,1,1,337,Pr100283,Windows,Pr100283,2,0
U107633,1,1,134,Pr100084,Windows,Pr100084,2,0
U107634,1,3,418,Pr100102,Android,Pr100102,3,4
U107635,1,1,51,Product101,Windows,Product101,0,0
U107636,1,1,117,Pr100102,Android,Pr100102,1,7
U107637,1,7,45,Pr100017,Mac OS X,Pr102286,5,5
U107638,1,1,55,Pr100453,Android,Pr100453,1,0
U107639,1,7,142,Pr101054,Windows,Pr101054,3,5
U107641,1,1,190,Product101,Windows,Product101,0,1
U107642,1,0,112,Product101,Mac OS X,Product101,1,0
U107643,2,2,357,Pr100206,Linux,Pr100206,3,6
U107644,1,1,54,Pr100859,Windows,Pr100859,2,2
U107645,2,5,414,Pr100102,Windows,Pr100018,2,4
U107646,1,1,576,Pr101612,Windows,Pr101612,1,1
U107647,3,11,122,Pr100123,Windows,Pr100426,18,24
U107648,3,5,259,Pr100187,Windows,Pr100660,5,5
U107649,1,2,330,Pr103501,Windows,Pr103501,1,0
U107650,2,5,138,Pr100732,Android,Pr100732,4,4
U107651,1,2,545,Pr100011,Windows,Pr100011,0,1
U107652,1,10,769,Pr100287,Windows,Pr100287,11,78
U107653,1,1,54,Product101,Windows,Product101,0,0
U107654,1,1,703,Pr100017,Windows,Pr100017,1,1
U107655,1,1,181,Product101,Windows,Product101,0,6
U107656,1,2,648,Pr100279,Windows,Pr100279,1,0
U107657,1,2,292,Pr100017,Windows,Pr100017,1,2
U107658,1,1,68,Pr101403,Windows,Pr101403,1,1
U107659,0,2,46,Product101,Windows,Product101,0,0
U107660,1,1,875,Pr101746,iOS,Pr101746,2,0
U107661,2,4,579,Pr100252,Windows,Pr100252,3,1
U107662,2,3,172,Pr100253,Android,Pr100253,2,6
U107663,4,3,735,Pr100234,Android,Pr100234,6,0
U107664,0,1,89,Pr100102,Android,Pr100102,0,0
U107665,1,3,62,Pr100558,Android,Pr100558,8,15
U107666,4,3,293,Pr100788,Android,Pr100788,3,0
U107667,2,1,1016,Pr100017,Windows,Pr100017,1,2
U107668,2,3,1242,Pr100618,Android,Pr100618,2,0
U107669,1,2,1810,Pr100166,Windows,Pr100095,2,6
U107670,1,1,264,Pr100017,Windows,Pr100017,1,0
U107671,1,1,1085,Pr100017,Windows,Pr100017,2,2
U107672,0,1,355,Pr100319,Android,Pr100319,0,0
U107673,1,2,509,Pr100723,Android,Pr100723,0,1
U107674,2,1,566,Pr100181,Android,Pr100181,3,0
U107675,1,1,509,Pr101207,Android,Pr101207,1,0
U107676,1,1,1068,Pr100280,Windows,Pr100280,2,0
U107677,1,1,243,Pr100606,Mac OS X,Pr100606,2,0
U107678,4,15,395,Pr100051,Windows,Pr100369,9,6
U107679,0,2,818,Pr100396,Windows,Pr100396,0,0
U107680,1,3,1497,Pr101367,Windows,Pr101367,1,7
U107681,1,1,59,Pr100085,Mac OS X,Pr100085,1,13
U107682,1,1,61,Pr100136,Windows,Pr100136,1,0
U107683,2,6,74,Pr101530,Windows,Pr101530,1,6
U107684,2,6,192,Pr100200,Windows,Pr100044,3,3
U107685,1,2,56,Pr100044,Windows,Pr100044,2,2
U107686,1,2,822,Pr101434,Windows,Pr101434,1,0
U107687,1,1,166,Pr100498,Windows,Pr100498,1,1
U107688,2,3,377,Pr100859,Windows,Pr100859,1,1
U107689,3,11,116,Pr100088,Android,Pr100369,9,1
U107690,2,1,97,Pr100341,Windows,Pr100341,2,0
U107691,0,0,244,Product101,Mac OS X,Pr100166,0,0
U107693,1,2,267,Product101,Windows,Product101,0,0
U107694,1,2,55,Pr100144,Windows,Pr100144,2,4
U107695,3,11,1461,Pr100688,Windows,Pr100956,6,5
U107696,1,4,450,Pr100209,Android,Pr100209,0,2
U107697,1,3,1007,Pr100166,Windows,Pr100498,3,3
U107698,1,1,844,Pr100910,Windows,Pr100910,1,18
U107699,4,7,312,Pr100885,Windows,Pr100342,8,16
U107700,4,12,654,Pr100661,Windows,Pr100661,10,14
U107701,1,10,244,Pr100072,Windows,Pr100390,11,9
U107702,1,5,117,Pr101030,Linux,Pr100017,6,10
U107703,1,5,57,Pr100166,Windows,Pr100200,1,1
U107704,0,0,291,Product101,Windows,Product101,0,0
U107705,1,1,87,Pr100266,Windows,Pr100266,1,0
U107706,1,1,486,Pr100138,Windows,Pr100138,1,0
U107707,1,1,363,Pr100196,Windows,Pr100196,1,0
U107708,1,1,1606,Product101,Android,Product101,0,0
U107709,1,2,848,Pr100044,Windows,Pr100044,3,0
U107710,0,6,85,Pr100017,Windows,Pr100277,0,0
U107711,1,1,1152,Pr100636,Windows,Pr100636,2,0
U107712,0,0,185,Product101,Android,Pr100854,0,0
U107713,1,4,82,Pr100279,Ubuntu,Pr100224,1,1
U107714,1,2,111,Product101,Android,Product101,0,0
U107715,1,1,865,Product101,Windows,Product101,0,1
U107716,2,3,328,Pr100152,Windows,Pr100152,6,1
U107717,2,3,292,Pr100102,Android,Pr100962,3,0
U107718,1,1,285,Product101,Android,Product101,0,0
U107719,1,1,1040,Pr100014,iOS,Pr100014,3,1
U107720,1,6,1441,Pr100017,Windows,Pr100876,5,26
U107721,1,1,44,Product101,Android,Product101,0,0
U107722,1,1,85,Pr101004,Mac OS X,Pr101004,1,0
U107723,4,2,779,Pr100102,Android,Pr100102,5,0
U107724,1,1,147,Pr100017,Android,Pr100017,1,2
U107725,4,10,319,Pr101884,Windows,Pr101221,5,5
U107726,2,5,79,Pr100166,Android,Pr100166,6,6
U107727,1,1,227,Pr100063,Android,Pr100063,1,1
U107729,4,3,228,Pr100130,Windows,Pr100130,3,53
U107730,1,1,579,Pr100876,Android,Pr100876,1,0
U107731,1,1,444,Pr100673,iOS,Pr100673,2,0
U107732,1,0,124,Product101,Windows,Product101,1,0
U107733,1,1,389,Pr100044,Android,Pr100044,1,0
U107734,2,1,177,Pr100102,Android,Pr100102,1,3
U107735,4,16,470,Pr100655,Mac OS X,Pr100956,7,9
U107736,0,1,57,Pr100892,Windows,Pr100892,0,0
U107737,3,4,61,Pr100102,Android,Pr100102,7,1
U107738,1,2,678,Pr100330,Windows,Pr100330,0,3
U107739,1,2,883,Product101,Windows,Pr100368,0,0
U107740,2,17,82,Pr103262,Windows,Pr100275,17,71
U107741,2,3,455,Pr100443,Ubuntu,Pr100329,4,4
U107742,4,7,1095,Pr100713,Windows,Pr101013,5,6
U107743,2,2,69,Pr100764,Windows,Pr100764,1,1
U107744,2,3,61,Pr100017,Windows,Pr100250,8,7
U107745,1,4,144,Pr100017,Windows,Pr100187,7,17
U107746,1,2,529,Pr100723,Android,Pr100642,2,0
U107747,2,3,198,Pr100172,Android,Pr100642,13,0
U107748,2,2,1031,Pr100743,Windows,Pr100743,1,2
U107749,1,1,888,Pr100234,Android,Pr100234,1,0
U107750,1,3,338,Pr100209,Windows,Pr100209,6,5
U107751,2,5,650,Pr100085,Windows,Pr100308,7,6
U107752,1,1,267,Pr101009,Windows,Pr101009,1,0
U107753,2,4,256,Pr100458,Android,Pr100458,4,3
U107754,1,1,1042,Pr100614,Mac OS X,Pr100614,2,0
U107755,1,2,1178,Pr102389,Android,Pr102389,0,1
U107756,1,1,81,Product101,Windows,Product101,0,1
U107757,1,1,73,Pr100318,Android,Pr100318,4,0
U107758,0,1,94,Pr100151,Windows,Pr100151,0,0
U107759,2,2,89,Pr100166,Windows,Pr100390,3,6
U107761,1,2,700,Pr100997,Windows,Pr100997,2,3
U107762,1,4,79,Pr100287,Android,Pr101296,9,7
U107763,1,2,49,Product101,Windows,Product101,1,3
U107764,2,17,1678,Pr100123,Mac OS X,Pr100089,10,17
U107765,1,1,93,Pr100200,Android,Pr100200,1,0
U107766,1,1,889,Product101,Android,Product101,0,2
U107767,1,1,318,Pr100485,Windows,Pr100485,2,0
U107768,1,4,474,Pr104278,Android,Pr104278,2,3
U107769,3,7,252,Pr100654,Windows,Pr100331,5,5
U107770,4,18,762,Pr100640,Windows,Pr100000,6,16
U107771,1,1,223,Pr100761,Windows,Pr100761,0,15
U107773,1,1,644,Pr100540,Windows,Pr100540,2,2
U107774,1,1,57,Pr100060,Linux,Pr100060,0,0
U107775,1,2,330,Pr101164,Windows,Pr101164,2,0
U107776,0,0,475,Product101,Windows,Product101,0,0
U107777,2,4,58,Pr100182,Android,Pr100182,2,0
U107778,1,4,92,Pr100481,Windows,Pr100047,1,2
U107779,1,5,1211,Pr100445,Windows,Pr100200,6,27
U107780,2,3,739,Pr100051,Windows,Pr100051,3,16
U107781,2,7,1581,Pr100275,Windows,Pr100750,4,3
U107782,2,1,49,Pr100889,Windows,Pr100889,2,0
U107783,2,2,209,Pr100687,Windows,Pr100308,2,2
U107784,1,1,249,Pr100251,Windows,Pr100251,2,0
U107785,3,5,119,Pr100108,Android,Pr100108,7,2
U107786,1,1,511,Pr100498,Android,Pr100498,2,0
U107787,1,1,483,Pr104642,Android,Pr104642,1,0
U107788,3,19,546,Pr100287,Windows,Pr100390,50,81
U107789,0,0,860,Product101,Linux,Pr100060,0,0
U107790,1,3,66,Pr100120,Windows,Pr100034,1,0
U107791,0,0,1075,Product101,Windows,Product101,0,0
U107792,1,2,228,Pr100102,Android,Pr100017,1,1
U107793,0,3,124,Pr101661,Windows,Pr101395,0,0
U107794,1,5,112,Pr100017,Windows,Pr100426,5,9
U107795,1,1,80,Product101,Android,Product101,0,0
U107796,3,6,99,Pr100123,Mac OS X,Pr100036,2,7
U107797,1,1,44,Pr100234,Android,Pr100234,1,0
U107798,2,3,678,Pr101470,Windows,Pr101470,2,1
U107799,2,2,683,Pr100352,Android,Pr100369,2,0
U107800,1,3,344,Pr100102,Windows,Pr100102,1,6
U107801,0,1,61,Pr100661,Windows,Pr100661,0,0
U107802,1,2,131,Pr100287,Android,Pr100287,1,2
U107803,2,2,54,Pr101047,Windows,Pr100209,2,0
U107804,1,1,293,Product101,Android,Product101,0,2
U107805,0,5,133,Pr100200,Android,Pr100200,0,0
U107806,1,2,361,Product101,Windows,Pr100522,1,1
U107807,1,1,687,Pr100379,Windows,Pr100379,2,0
U107808,1,2,49,Pr100773,Windows,Pr100773,1,0
U107809,1,2,88,Pr100069,Windows,Pr100069,1,34
U107810,2,4,1857,Pr100135,Windows,Pr100017,5,3
U107811,1,1,1956,Pr100470,iOS,Pr100470,2,0
U107812,1,2,603,Pr101030,Android,Pr101030,5,4
U107813,1,1,374,Pr100017,Android,Pr100017,1,2
U107814,2,7,494,Pr100017,Windows,Pr100017,6,6
U107815,3,7,883,Pr102712,Windows,Pr100498,4,5
U107816,3,2,492,Pr100743,iOS,Pr100743,4,1
U107817,3,2,557,Pr100330,Android,Pr100330,3,6
U107818,1,1,329,Pr100137,Windows,Pr100137,2,23
U107819,1,4,128,Pr100095,Android,Pr100095,2,11
U107820,3,3,1727,Pr101680,Windows,Pr100017,4,4
U107821,2,6,44,Pr100673,Android,Pr100673,14,11
U107822,2,3,747,Pr100390,Android,Pr100390,3,1
U107823,1,2,93,Pr100209,Android,Pr100144,2,4
U107824,1,1,89,Pr100044,Windows,Pr100044,2,0
U107825,1,1,229,Pr100498,Android,Pr100498,1,0
U107826,2,3,144,Pr100498,Windows,Pr100498,3,0
U107827,1,3,390,Pr100850,Windows,Pr100850,3,4
U107828,1,1,145,Pr100182,Windows,Pr100182,1,2
U107829,1,2,159,Pr100166,Windows,Pr100166,1,2
U107830,2,7,106,Pr100051,Mac OS X,Pr100051,2,5
U107831,5,24,63,Pr100166,Windows,Pr100166,59,62
U107832,1,1,463,Pr100006,Windows,Pr100006,1,0
U107833,2,6,2021,Pr100017,Windows,Pr100086,2,0
U107834,2,15,844,Pr100017,Windows,Pr100232,8,17
U107835,1,2,60,Pr100177,Windows,Pr100177,2,0
U107836,1,1,176,Pr100017,Windows,Pr100017,1,3
U107837,1,1,183,Pr100498,Android,Pr100498,1,2
U107838,1,1,347,Pr100017,Windows,Pr100017,1,0
U107839,1,2,429,Pr100263,Windows,Pr100277,2,1
U107840,1,1,1670,Pr103091,Mac OS X,Pr103091,1,0
U107841,1,9,357,Pr102909,Chrome OS,Pr100080,1,13
U107842,1,2,90,Pr100145,Windows,Pr100043,3,0
U107843,1,1,47,Pr100527,Android,Pr100527,1,3
U107844,1,2,57,Pr104663,Windows,Pr100029,2,0
U107845,3,6,195,Pr101841,Mac OS X,Pr101841,7,8
U107846,1,6,98,Pr100852,Windows,Pr100072,6,4
U107847,0,0,79,Product101,Windows,Product101,0,0
U107848,1,1,385,Pr100102,iOS,Pr100102,1,0
U107849,1,4,451,Pr101034,Windows,Pr100418,1,0
U107850,1,7,1028,Pr100732,Windows,Pr100732,4,12
U107851,1,1,230,Pr100470,Windows,Pr100470,2,0
U107852,1,3,108,Pr100017,Android,Pr100017,2,2
U107853,3,4,78,Pr100182,Android,Pr100182,3,0
U107855,2,2,58,Pr100341,Windows,Pr100341,1,5
U107856,1,1,968,Pr100017,Windows,Pr100017,1,2
U107857,2,1,47,Pr102026,Windows,Pr102026,1,5
U107858,1,4,60,Pr100123,Windows,Pr104578,1,1
U107859,1,1,648,Pr100142,Windows,Pr100142,4,0
U107860,1,3,1241,Pr100676,Android,Pr100676,3,3
U107861,1,3,68,Pr100872,Windows,Pr100486,1,0
U107862,1,2,169,Pr100120,iOS,Pr100120,0,1
U107863,2,2,340,Pr100200,Android,Pr100200,1,6
U107864,1,1,1059,Pr100102,Android,Pr100102,2,16
U107865,2,3,85,Pr100355,Ubuntu,Pr100355,1,3
U107866,1,5,173,Pr100480,Windows,Pr100480,7,0
U107867,4,24,546,Pr100123,Windows,Pr101938,55,95
U107868,1,1,71,Pr100595,Android,Pr100595,1,1
U107869,1,1,670,Pr100205,Windows,Pr100205,1,0
U107870,1,2,1611,Product101,Windows,Product101,0,9
U107871,1,2,51,Pr100241,Windows,Pr100598,1,0
U107872,2,2,95,Pr100504,Windows,Pr100350,2,11
U107873,1,1,81,Pr100002,Windows,Pr100002,1,0
U107875,1,1,166,Pr100498,Android,Pr100498,1,1
U107876,1,1,1301,Pr100234,Android,Pr100234,2,0
U107877,3,3,227,Pr100102,Android,Pr100102,5,43
U107878,3,5,50,Pr100723,Android,Pr100234,2,2
U107879,1,5,1249,Pr100143,Windows,Pr101640,1,0
U107880,1,3,652,Pr100458,Windows,Pr100458,2,10
U107881,1,1,1126,Pr100102,Android,Pr100102,1,1
U107882,2,3,174,Pr100017,Windows,Pr100044,3,8
U107883,2,2,55,Pr100200,Mac OS X,Pr100017,4,5
U107884,1,1,334,Product101,Android,Product101,1,1
U107885,1,7,67,Pr100506,Windows,Pr100021,1,0
U107887,1,1,62,Pr100017,Mac OS X,Pr100017,1,1
U107888,1,3,59,Pr100030,Windows,Pr100030,0,2
U107889,5,26,843,Pr100102,Android,Pr101258,25,19
U107890,1,1,674,Pr100336,Android,Pr100336,1,0
U107891,1,1,60,Pr100133,Windows,Pr100133,1,3
U107892,1,2,243,Pr100141,Linux,Pr100141,1,1
U107893,1,3,1676,Pr100325,Windows,Pr100325,2,0
U107894,2,5,348,Pr100166,Windows,Pr100047,6,8
U107895,1,5,73,Pr100390,Windows,Pr100390,5,5
U107896,1,5,157,Pr100111,Windows,Pr100428,1,2
U107897,3,8,109,Pr100225,Windows,Pr100050,7,26
U107898,3,7,1397,Pr100044,Windows,Pr100551,4,3
U107900,0,0,311,Product101,Windows,Product101,0,0
U107901,1,1,110,Pr100470,Android,Pr100470,2,0
U107902,2,10,623,Pr104898,Linux,Pr101640,11,9
U107903,1,1,126,Pr100017,Windows,Pr100017,1,1
U107904,3,4,111,Pr100204,Mac OS X,Pr100204,6,1
U107905,1,1,643,Pr100017,Android,Pr100017,1,1
U107907,3,10,83,Pr100591,Android,Pr101576,4,0
U107908,2,2,336,Pr100017,Android,Pr101058,3,2
U107909,1,1,329,Pr100674,Windows,Pr100674,1,5
U107910,1,1,125,Pr101098,Windows,Pr101098,1,0
U107911,1,3,318,Pr100551,Linux,Pr100551,3,2
U107912,1,4,302,Pr100901,Windows,Pr100070,8,6
U107913,3,2,117,Pr100015,Windows,Pr100015,2,6
U107914,2,3,400,Pr100481,Linux,Pr100437,1,1
U107915,2,1,117,Product101,Windows,Pr101384,1,0
U107916,1,2,246,Pr100063,Windows,Pr100063,1,0
U107917,1,3,114,Pr100017,Windows,Pr100558,3,18
U107918,3,5,86,Pr100910,Windows,Pr100910,9,3
U107919,1,1,108,Pr100071,Windows,Pr100071,1,0
U107920,1,2,861,Pr102914,Android,Pr102914,2,4
U107921,3,1,66,Pr102265,Windows,Pr102265,2,0
U107922,2,3,69,Pr101034,Windows,Pr101034,2,12
U107923,1,2,686,Pr100003,iOS,Pr100003,1,0
U107924,2,8,371,Pr100014,Android,Pr100108,1,6
